id,date,code_speaker,gender,title_original,title_language,title_english,abstract_original,abstract_language,audience_n,audience_female,audience_male,audience_NA,department,institute,university,country,position,position_cat,origin,total_citation_n,h_index,i10_index,most_cited_n,citation_cum,years_career,nature_index_count,nature_index_share,obs
278,13-12-2018,239,F,A pós-graduação na construção e transformação da ciência,port,Graduate programs in the construction and transformation of science,"O que caracteriza o sistema da ciência hoje? Qual é (ou deveria ser) o papel da ciência na sociedade? Qual o papel da pós-graduação na construção e transformação da ciência? Pensar, não só especializar; perguntar, não só responder; integrar em vez de separar; criar e intuir para além de racionalizar. ",port,30,18,12,0,Zoologia,IB,USP,Brasil,professor,professor,IB,7104,41,67,506,4767,15,282,53.64,
279,14-12-2018,116,M,Higher-order interactions stabilize dynamics in competitive network models,en,Higher-order interactions stabilize dynamics in competitive network models,"The difficulty of reconciling the staggering biodiversity found in tropical rainforests with classical theories of resource partitioning has led ecologists to explore neutral theories of coexistence, in which all species are assumed to have the same physiological parameters, and variations in species abundance arise from stochastic fluctuations. Simple neutral models have led to much progress, for example to the investigation of spatial and temporal ecological patterns and to the formulation of sampling models that allow contrasting theory and data. However, the high sensitivity of neutral models to slight perturbations of the parameters and the prediction of a strong correlation between a species’ abundance and its age are considered problematic. Here we propose a theory of coexistence in which all species have different physiological rates, and interact with each other through a network of competitive interactions.",en,15,7,8,0,-,-,Santa_Fé_Institute,México,postdoc,postdoc,AmLat,NA,NA,NA,NA,NA,NA,NA,NA,
280,17-01-2019,185,F,"Robustez, estrutura e flexibilidade de interação em mutualismos",port,"Robustness, structure and flexibility of interaction in mutualisms","Espécies em comunidades ecológicas estão ligadas por meio redes de interações. A estrutura de tais redes as tornam diferentemente suscetíveis a promotores de extinção. Dentro de cada rede, espécies que são capazes de resistir a variações temporais, tanto bióticas quanto abióticas, são mais resistentes a mudanças climáticas e a extinções. Nesta palestra focarei em mutualismos, um dos tipos de iterações mais comuns em comunidades ecológicas. Utilizei simulações numéricas e dados empíricos para explorar como a estrutura e a flexibilidade de interação das espécies influenciam a robustez de comunidades ecológicas. Utilizando uma das séries temporais mais longas de interações planta-polinizadores, também explorei como a montagem e robustez de comunidades muda com o passar do tempo, e como a flexibilidade de interação das espécies está ligada à persistência destas espécies em suas comunidade. Entender a relação entre flexibilidade de interação, estrutura e robustez nos permitirá prever com maior acurácia como comunidades ecológicas respondem a mudanças na composição de espécies.",port,23,13,10,0,-,,University of California,EUA,postdoc,postdoc,AmNorte,NA,NA,NA,NA,NA,NA,NA,NA,
281,07-02-2019,238,F,O que te faz argumentar?,port,What makes you argue?,"A argumentação é parte crucial da empreitada científica e tem sido valorizada
como parte importante também da educação científica. Até juntar, vias de fato,
premissas e conclusões em argumentos científicos, diferentes habilidades precisam
ser desenvolvidas, como identificar evidências em meio a fatos, coletar dados
seguindo um método específico, identificar variáveis, selecionar conceitos
relevantes ou ainda representar dados em figuras ou tabelas. As habilidades
argumentativas, portanto, seriam aquelas necessárias para a construção de bons
argumentos. A literatura sobre ensino de ciências tem pouca clareza sobre quais são
essas habilidades e como devemos mensurá-las nos contextos educacionais
diversos. Analisamos habilidades argumentativas de estudantes do 7o ano após a
realização de atividades investigativas de ecologia, presentes em um livro publicado
por estudante e docentes do departamento* . Por meio de uma análise de modelos
mistos, identificamos que os enunciados das questões explicam a maior
variabilidade dos dados na proporção de sucesso em apresentar habilidades
argumentativas durante atividades de ecologia, quando comparado com a natureza
das atividades realizadas ou características individuais dos estudantes. Gostaria de
aproveitar o espaço interdisciplinar do Ecoencontros para discutir como a
abordagem de modelos mistos pode ser usada na educação em ciências e quais as
implicações da forma como elaboramos enunciados de questões de sala de aula no
desenvolvimento de habilidades argumentativas.",port,29,17,12,0,-,-,Universidade Federal do ABC,Brasil,professor,professor,Brasil,40,2,1,35,29,9,113,13.25,
282,14-02-2019,101,M,Qual o Saldo? O balanço de carbono em São Paulo,port,What is the Balance? The carbon balance in São Paulo,"Você já imaginou como seria São Paulo antes de ser uma selva de pedra? Consegue imaginar o interior do estado coberto por florestas e pelo cerrado? Para muitos de nós essa seria uma viagem no tempo surreal. Apresento um
pequeno exercício nesse sentido, os resultados do mestrado que desenvolvi.
Focando em estimar o balanço de carbono da vegetação nativa do estado de São
Paulo, ou seja, a quantidade de biomassa arbórea acima do solo (AGB). Parto de um
cenário pré-colonial de baixa intervenção, em seguida estimo o quanto foi perdido
pela ação humana nos últimos quinhentos anos (desmatamento e fragmentação) e
especulo sobre a quantidade de carbono poderia ser recuperado com a adequação
ao Novo Código Florestal Brasileiro (NCFB). Mostro os hotspots de biomassa e as
regiões com maior potencial de regeneração. E por fim, discuto também algumas
possibilidades de compensação e os custos associados.”",port,27,16,11,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
283,21-02-2019,87,M,"Um clado, duas histórias: padrões megadiversos da mais rica família de serpentes neotropicais",port,"One clado, two histories: megadiverse patterns of the richest family of Neotropical snakes","Padrões de riqueza são frequentemente estudados em
vários taxa, mas raramente consideram a idiosincrasia das
histórias evolutiva e biogeográfica dos seus componentes.
Dipsadidae é o mais rico clado de serpentes nos Neotrópicos.
Este é composto de duas subfamílias, cujos padrões de
distribuição e riqueza entre as Américas Central e do Sul são
assimétricos. Três processos, nicho, espaço e tempo, são
suspeitos de gerar esta assimetria. Qual será o culpado?",port,35,19,16,0,Ecologia,IB,USP,Brasil,phd_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
284,26-02-2019,121,M,Galapagos Finches in a Web of Adaptation,en,Galapagos Finches in a Web of Adaptation,"This talk will survey recent research on Darwin’s finches of the
Galápagos islands. Connections will be drawn across a web of these
birds’ ecological, behavioral, and natural history traits, including feeding
niches, beak form and function, acoustic phenotypes, and patterns of
territorial song discrimination. Understanding such connections can
frame predictions about the temporal and spatial dynamics of
evolutionary processes including population divergence, reproductive
isolation, and speciation. More generally, I will argue that tight
connections among diverse ecological and phenotypic traits, paired
with intrinsic capacities for phenotypic plasticity, have facilitated some
of nature’s most pronounced cases of adaptive radiation.",en,47,26,21,0,-,-,University of Massachussets Armherst,EUA,professor,professor,AmNorte,6562,40,66,651,5895,23,293,83.93,
285,21-03-2019,83,F,"Mammal-vehicle collisions on toll roads in São Paulo State: implications for wildlife, human safety and costs for society",en,"Mammal-vehicle collisions on toll roads in São Paulo State: implications for wildlife, human safety and costs for society","Essa apresentação abordará alguns resultados da minha tese de doutorado que
explora três diferentes impactos oriundos da colisão envolvendo mamíferos
silvestres e veículo automotores em rodovias do Estado de São Paulo. Serão
apresentados resultados parciais e finais dos seguintes artigos:
1) How reliable are your data? Verifying species identification of road-killed
mammals recorded by road maintenance personnel in São Paulo State, Brazil
2) How many mammals are roadkilled in São Paulo State, Brazil? An estimate
based on roadkill data collected by toll roads companies.
3) Pay or prevent? Human safety, costs to society and legal perspectives on
animal-vehicle crashes in São Paulo State.”",port,36,17,19,0,-,ESALQ,USP,Brasil,phd_student,student,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
286,25-03-2019,205,M,"Bats, birds, and bellflowers: The role of pollinators in plant diversification in the Neotropics",en,"Bats, birds, and bellflowers: The role of pollinators in plant diversification in the Neotropics","Animal pollination is thought to have played a central role in angiosperm
diversification, especially in the tropics. Research in my lab combines experiments
and theory to explore the ecology and evolution of plant-pollinator interactions,
with a focus on bat pollination in the Neotropics. In this talk I begin by discussing
research on an unusual species of nectar bat which can launch its tongue 1.5 times
its body length. Recent work shows that it only occurs in sites with long-tubed
flowers, and that tongue length and tube length covary across sites. I then discuss
macroevolutionary work on the role of pollinators in the diversification of a clade of
plants, including genomic evidence for asymmetry in bat-mediated pollen transfer
between species leading to asymmetric patterns of introgression. I end the talk with
preliminary results from an ongoing project on the role of phenological asynchrony
in limiting gene flow between tropical sites with differing seasonality, which may
play a critical role in the latitudinal diversity gradient by increasing speciation rates in
the tropics. Together, this research shows some of the ways that pollinators and
flowering patterns can shape tropical plant diversification.",en,47,33,14,0,-,-,University of Missouri,EUA,professor,professor,AmNorte,1942,22,30,136,1580,16,145,39.16,
287,04-04-2019,160,M,Evolução de frutos e espinhos em Palmeiras Neotropicais,port,Evolution of fruits and thorns in Neotropical Palm Trees,"Interações ecológicas entre plantas e animais chamam a nossa atenção não apenas pela
beleza e diversidade de formas e espécies, mas também pelas possíveis implicações ecológicas e
evolutivas. Mutualismos como dispersão de sementes e antagonismos como herbivoria e
predação de sementes, influenciam a aptidão individual das plantas. Essas consequências no nível
do indivíduo podem afetar a trajetória evolutiva dos caracteres dentro de um clado. Contudo,
entender como interações ecológicas moldaram a distribuição atual dos caracteres em um
determinado clado permanece um desafio em ecologia evolutiva. No meu projeto de mestrado,
nós investigamos o papel de interações planta-animal em moldar caracteres de frutos e defesas de
Palmeiras Neotropicais usando métodos filogenéticos comparativos. Nós encontramos (i) uma
associação positiva entre tamanho de fruto e coloração e (ii) uma associação positiva entre
tamanho de fruto e a presença de espinhos ao longo da história evolutiva das palmeiras
neotropicais. Nesta palestra eu vou discutir como interações entre palmeiras neotropicais, aves e
mamíferos (inclusive preguiças gigantes extintas há cerca de dez mil anos atrás) podem explicar
essa associação evolutiva entre caracteres de frutos e defesas contra herbivoria.",port,43,20,23,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
288,11-04-2019,123,F,Simples Metazoa Basal? A Complexidade Reprodutiva (e muitas outras) na Classe Cubozoa (Cnidaria),port,Simple Basal Metazoa? Reproductive Complexity (and many others) in the Class Cubozoa (Cnidaria),"Cubozoa é uma das quatro classes que compõem o subfilo Medusozoa (Cnidaria). As medusas
são conhecidas por box jellyfishes”, pela sua forma inconfundível de cubo. Pouco se sabe sobre essa
classe que tem cerca de 50 espécies descritas. O grupo, normalmente descrito como simples e pouco
complexo, possui características notáveis: um exemplo é a espécie Chironex fleckeri, uma das mais
perigosas do planeta, que habita as águas australianas; e que as águas vivas desta classe possuem 24
olhos usados para caçar presas e distinguir obstáculos e parceiros durante a reprodução. O objetivo
do meu trabalho é estudar os aspectos reprodutivos desta pequena classe, ainda desconhecidos e
potencialmente complexos, incluindo cópulas, produção de pacotes de esperma e incubação das
larvas em algumas espécies. Tenho estudado a histologia das gônadas de machos de várias espécies,
e agora, durante o doutorado, estão sendo também analisadas as fêmeas. Pretendemos descrever as
gônadas maduras de várias espécies e inferir padrões evolutivos relacionados aos caracteres
reprodutivos, como o tipo de fertilização (ainda incerto) e sua relação com caracteres histológicos e
comportamentais.",port,25,9,15,1,Zoologia,IB,USP,Brasil,phd_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
289,18-04-2019,158,M,4a ecoescola,port,NA,NA,NA,17,7,10,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
290,25-04-2019,264,M,Matrizes menos contrastantes e paisagens mais florestadas melhoram o serviço ecossistêmico de remoção de carniça fornecido por insetos,port,Less contrasting matrices and more forested landscapes enhance the carrion removal ecosystem service provided by insects,"A estrutura da paisagem em sistemas agroflorestais é um fator crucial determinando a composição das comunidades e a capacidade dos ecossistemas de fornecer serviços para a sociedade, tanto dentro como fora dos hábitats nativos. Em meu projeto de mestrado eu me foquei em um serviço um pouco negligenciado, mas de grande importância para os seres humanos: o serviço de remoção de carniça. Tomando em conta tanto a riqueza como a composição da comunidade de insetos necrófagos, avaliei o efeito da estrutura da paisagem em um gradiente de cobertura florestal, e como estes dois níveis influenciam a remoção de carniça. Este é o primeiro estudo a estabelecer uma relação direta entre a paisagem, a comunidade de insetos necrófagos e a provisão deste tipo de serviço ecossistêmico, dando informações valiosas sobre como funciona este sistema e as medidas que devem ser tomadas para promover o serviço que fornece.",port,10,7,3,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
291,09-05-2019,91,M,Expandindo os horizontes da modelagem ecológica: impactos simulados da expansão de soja e infraestrutura na Amazônia Brasileira,port,Expanding the horizons of ecological modeling: simulated impacts of soybean expansion and infrastructure in the Brazilian Amazon,"Historicamente, a expansão de plantações de soja tem sido um dos principais motores da mudança no uso e cobertura da terra no Brasil. Embora uma série de ações públicas recentes e compromissos na cadeia de suprimentos tenham supostamente restringido a substituição de florestas por soja, a expansão deste produto agrícola ainda representa uma ameaça considerável para os biomas Amazônia e Cerrado. A identificação de áreas sob alto risco de expansão da soja é, portanto, fundamental para auxiliar os esforços de conservação na região. Mapeamos as áreas aptas à transição para o plantio de soja na Amazônia Legal com uma abordagem de machine learning adotada da literatura de modelagem ecológica. A expansão simulada de soja para o ano de 2014 apresentou escores de validação favoráveis em comparação a outros modelos de mudança no uso e cobertura da terra. Em seguida, utilizamos nosso modelo para simular como potenciais melhorias futuras na infraestrutura afetariam as probabilidades de ocorrência de soja na região em 2014. Além dos 2,3 Mha de soja plantada na Amazônia Legal em 2014, nosso modelo identificou outros 14,7 Mha com alta probabilidade de conversão para soja na região, dadas as condições de infraestrutura na época. Nos novos cenários de infraestrutura simulados, a área da Amazônia Legal sob alto risco de conversão para soja aumentou em até 2,1 Mha (14,6%). Essas mudanças levaram a aumentos de até 51,4% nas áreas de alto risco de conversão de florestas. Se a conversão ocorrer nas áreas de alto risco identificadas, pelo menos 4,8 Pg de CO2 poderiam ser liberados na atmosfera, valor que representa 10 vezes o total de emissões de CO2 do Brasil em 2014. Nossos resultados destacam a importância de orientar políticas de conservação e ações de fiscalização, incluindo a Moratória da Soja, para mitigar a perda futura de cobertura florestal associada a melhorias de infraestrutura na região.",port,18,10,8,0,-,-,University of Bonn,Alemanha,phd_student,student,Europa,NA,NA,NA,NA,NA,NA,NA,NA,
292,16-05-2019,21,F,Facilitação entre plantas: de padrões e mecanismos em restinga à aplicação em sistemas agrícolas,port,Inter-plant facilitation: from patterns and mechanisms in restinga to application in agricultural systems,"Durante minha pós-graduação fiquei fascinada ao descobrir que plantam podem melhorar o desempenho de plantas vizinhas – interação conhecida como facilitação. Durante o doutorado, reuni esse interesse à paixão pela vegetação sobre planície arenosa (i.e. restinga) e investiguei que características das plantas e do ambiente favorecem o predomínio de facilitação ao invés de competição e de que maneira a facilitação ocorre neste ambiente desafiante ao estabelecimento vegetal. Após meu ingresso na UNIFESP em 2013 continuo investigando diferentes mecanismos de facilitação em ambientes naturais e mais recentemente tenho ampliado essas pesquisas em direção à aplicação da facilitação em sistemas agrícolas. Durante a palestra contarei mais detalhadamente essa trajetória acadêmica, os resultados das pesquisas e os caminhos que eu e meus alunos estamos trilhando.",port,25,11,14,0,-,-,UNIFESP,Brasil,professor,professor,Brasil,NA,NA,NA,NA,NA,NA,22,2.81,
293,23-05-2019,96,F,As duas faces da extinção,port,The two faces of extinction,NA,NA,16,7,9,0,-,-,Lousiana State University,EUA,phd_student,student,AmNorte,NA,NA,NA,NA,NA,NA,NA,NA,
294,27-05-2019,95,F,Os bandos mistos nas Yungas da Argentina,port,The mixed flocks in the Yungas of Argentina,"Os grupos de forrageamento interespecíficos de aves, os bandos mistos, são um fenómeno amplamente distribuído. As espécies que compõem os bandos mistos têm diferentes requisitos ecológicos, elas decidem formar um bando misto e forrageiam em conjunto através da floresta. Desta forma, surgem as perguntas: por que diferentes espécies de aves decidem formar bandos mistos? Estas espécies obtêm benefícios que superam os custos da formação dos bandos? Para responder a estas questões durante três anos, foram estudadas a sazonalidade dos bandos mistos, a resposta às variáveis climáticas, a resposta à disponibilidade de alimentos e, finalmente, se os participantes obtiveram benefícios nas Yungas Australes da Argentina. Nós encontramos que os bandos mistos nas Yungas do norte da Argentina têm um padrão de formação intermédio entre os bandos anuais da Amazônia e os bandos completamente sazonais das florestas temperadas. Além disso, descobrimos que os bandos mistos respondem à diminuição da temperatura a curto prazo e que se formam quando o alimento é mais difícil de encontrar. Finalmente, descobrimos que as aves que formam bandos mistos têm uma maior eficiência de forrageamento em comparação com a forragem isolada. Ainda há muitas perguntas a serem respondidas, e mais pesquisa é a maneira de respondê-las.",port,10,8,2,0,-,Instituto de Bio y Geociencias de NOA,Universidad de Tucumán,Argentina,phd_student,student,AmLat,NA,NA,NA,NA,NA,NA,NA,NA,
295,06-06-2019,50,F,Serpentes constritoras como conectoras em redes de interação predador-presa,port,Constrictor snakes as connectors in predator-prey interaction networks,"Em comunidades, interações entre espécies formam redes, sendo o tipo mais fundamental de
rede ecológica aquela que descreve conexões alimentares entre organismos. Um problema
fundamental é tentar entender como os processos ecológicos e evolutivos que atuam
primariamente nos indivíduos e populações estruturam redes tróficas entre espécies de
consumidores e seus recursos. Uma importante característica dos indivíduos que influencia sua
capacidade de consumir recursos e tem consequência para a organização de redes ecológicas é o
tamanho do corpo dos predadores. Supondo que quanto maior o predador, maior a amplitude de
recursos alimentares consumidos, essa relação deve levar a emergência de um padrão
aninhado em redes ecológicas. Consequentemente, espera-se que desvios do padrão
perfeitamente aninhado sejam gerados pelo consumo de recursos que requerem adaptações
específicas. Neste sentido, espera-se que que a existência de diferentes grupos de consumidores
especializados em recursos particulares leve a formação, na escala da rede, de um padrão
modular de interações. Neste trabalho investigamos essas previsões por meio da caracterização
trófica de uma comunidade rica e bem estudada de serpentes amazônicas. Especificamente, nós
integramos análises da estrutura de redes com simulações de remoção de espécies para avaliar
o papel das diferentes espécies de serpentes na estruturação dessa comunidade.",port,30,15,15,0,Ecologia,IB,USP,Brasil,phd_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
296,13-06-2019,64,M,Porque o cachorro do mato atravessou a estrada? Características da paisagem associadas à mortalidade por atropelamento de Cerdocyon thous,port,Why did the bush dog cross the road? Landscape features associated with trampling mortality of Cerdocyon thous,"A mortalidade de animais silvestres em estradas é uma das principais causas de perda de
indivíduos de espécies nativas por ação antrópica. Estima-se que pelo menos 14 milhões de
vertebrados morram atropelados por ano só no Brasil. Grande parte destes números são
mamíferos nativos, que ao se movimentarem pela paisagem acabam encontrando as rodovias e
podem ser atropelados.
Uma das espécies mais frequentemente afetadas é o Cerdocyon thous, popularmente conhecido
como cachorro-do-mato, é uma espécie bastante generalista que ocorre em quase todo o
território brasileiro. Através da análise de pontos de atropelamentos em todo o Brasil é possível
entender quais as características da paisagem estão associadas à mortalidade do animal em
rodovias brasileiras, e com isso é possível entender além da ocorrência, as áreas de maior risco
para a espécie próximo às rodovias, além de pensar em medidas de mitigação e de impacto da
malha viária sobre esse e demais mamíferos nativos brasileiros.",port,12,7,5,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
297,18-06-2019,136,F,Diversity of food habits of cleaners and the network structure of cleaning interactions among birds and large mammals,en,Diversity of food habits of cleaners and the network structure of cleaning interactions among birds and large mammals,NA,NA,24,13,11,0,Ecologia,IB,USP,Brasil,undergrad_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
297,18-06-2019,9,F,Skull morphological (co)variation determines species role in bats mutualistic networks,en,Skull morphological (co)variation determines species role in bats mutualistic networks,NA,NA,24,13,11,0,Ecologia,IB,USP,Brasil,undergrad_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
298,27-06-2019,129,M,Bioquímica da ressaca,port,Biochemistry of hangover,"Não há dúvidas de que a ingestão de bebidas alcoólicas está acompanhada, na maioria dos
casos, pela busca pelo prazer ou pelo alívio. As bebidas alcoólicas estão presentes em muitos
eventos sociais e, desde muitos séculos, tem sido consumidas em escala crescente pela
humanidade. Contudo, é muito comum entre os apreciadores de bebidas alcoólicas a
preocupação sobre como será o dia seguinte”. O que exatamente ocorre com o nosso corpo
quando ingerimos bebidas que contém álcool? A ingestão de álcool é mesmo prejudicial? A
ressaca é inevitável? Nesta apresentação dedicada ao EcoEncontros irei discutir esses e outros
aspectos da fisiologia da ingestão de álcool e do que ocorre durante a ressaca. Espero que as
informações que irei trazer a todos os presentes possam auxiliar no entendimento de como se dá
nossa relação com o consumo de bebidas alcóolicas e quais as consequências!”",port,25,11,14,0,-,-,UNIFESP,Brasil,professor,professor,Brasil,614,12,14,29,511,16,22,2.81,
299,04-07-2019,49,M,"Species, speciation, and the origins of biological diversity",en,"Species, speciation, and the origins of biological diversity","Speciation – the process by which new species originate - is a fundamental process in evolutionary biology. Under the biological species concept, a species is a set of populations that are united by gene flow and which maintain independence from other such populations through the property of reproductive isolation. For this reason, the study of speciation has largely been equated with the study of genetic barriers to gene exchange between populations. Here, I describe an expanded framework for conceptualizing speciation that emphasizes key roles for processes other than reproductive isolation in the origins of biological diversity. These additional factors include those that affect the origin and persistence of demographically-isolated populations. I develop a general test for quantifying the contribution of these and other processes to the speciation process more generally, and I apply the framework to a number of vertebrate clades. I describe limits to our understanding of evolution that follow from a near-exclusive focus on reproductive isolation in speciation biology.
",en,63,37,24,2,-,-,University of Michigan,EUA,professor,professor,AmNorte,12273,47,79,769,10052,12,1018,391.2,
300,15-08-2019,114,F,Estoque de carbono de florestas tropicais secundárias em paisagens antropizadas,port,Carbon stocks of secondary tropical forests in anthropized landscapes,"As florestas tropicais têm sofrido intensa transformação ao longo dos últimos anos e mais da metade das florestas tropicais e subtropicais já se encontra totalmente convertida em áreas agrícolas e urbanas. Das florestas remanescentes, cerca de 60% são florestas secundárias, que já sofreram algum tipo de perturbação antrópica. O estoque de carbono nestas florestas pode variar muito e essa variação pode ocorrer em diferentes escalas espaciais. Nessa palestra, apresento o trabalho que desenvolvi durante meu doutorado, onde explorei como essas variações no nível da paisagem e local modulam o estoque de carbono, considerando em particular seus efeitos em florestas maduras (em processo de fragmentação) e em florestas jovens. Foram usadas como sistema de estudo, florestas secundárias da Mata Atlântica em duas regiões com condições contrastantes de paisagem: no sistema Cantareira (SP), onde a floresta foi intensamente perturbada e fragmentada, e no Parque da Serra do Conduru (BA), onde a cobertura florestal ainda predomina. ",port,20,10,10,0,Ecologia,IB,USP,Brasil,phd_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
301,22-08-2019,245,M,Informing conservation by linking animal use of space to demography,en,Informing conservation by linking animal use of space to demography,"Excursions by wildlife out of protected areas and into landscapes impacted by human activity are a
widespread challenge in contemporary conservation. Interventions to mitigate the resulting
human-wildlife conflicts are often expensive and do not necessarily account for fine-scale patterns of
animal movement. In this presentation, I will illustrate two broadly applicable methods that can be
used to relate animal use of space to population dynamics through the example of bison (Bison bison)
in Prince Albert National Park (PANP), Canada, which regularly leave the protected area to venture
into agricultural fields where they are exposed to unsustainable hunting. The first is based on a Cox
proportional hazards model which relates a spatial pattern of interest to a vital rate such as, in our
case, survival of adult females. This relationship is added to a classic Lefkovitch matrix population
model to project population abundance as a function of the spatial pattern. The second method relies
on building an empirical model of animal movement which is used to parametrize an individual-based
model (IBM) simulating animal movement and mortality. Overall, both methods can inform
management by leading to complementary insights on where best to intervene and on how animals
should react to such interventions.",en,19,12,7,0,-,-,Laval University,Canadá,phd_student,student,AmNorte,NA,NA,NA,NA,NA,NA,NA,NA,
302,27-08-2019,154,M,Amphibians in a changing world: challenges and opportunities,en,Amphibians in a changing world: challenges and opportunities,"The biodiversity of the Earth is in crisis. The global change drivers responsible for that are several, including climate change, biological invasions and land use change. Amphibians are the main symbol of this crisis, with almost 40% of its species with important conservation problems. In addition to those mentioned drivers, amphibians are threatened by a deadly (chytrid) fungus that has caused several world population declines and species extinctions. In this talk, I will show you the impact of climate change, land use and the chytrid fungus might have on all amphibian species of the chilean biodiversity hotspot and what conservation actions we might take to tackle this huge environmental problem.",en,21,10,11,0,-,-,Universidad Austral de Chile,Chile,professor,professor,AmLat,2008,26,44,110,1771,17,29,6.39,
303,29-08-2019,183,F,Development and applications of mechanistic models of animal use of space in heterogeneous and dynamic environments,en,Development and applications of mechanistic models of animal use of space in heterogeneous and dynamic environments,"Increases in natural and anthropogenic disturbances in native environments create an urgent need for robust and effective modelling tools capable of forecasting changes in the use of space of animals ranging in dynamic landscapes. Here I will present novel mathematical and statistical models that can be used to understand and simulate the spatial distribution of animals in dynamic landscapes. Specifically, I will 1) show how to account for correlation in movement datasets when assessing habitat selection, 2) present a statistical model of animal movement that simultaneously identifies behavioral phases (e.g., foraging, resting, migrating) and the habitat selection attributes specific to each phase, 3) present a mathematical model integrating the spatiotemporal dynamics of animal movement within a network of resource patches, and 4) show how this model can be used to anticipate changes in animal distribution following landscape fragmentation from anthropogenic sources and the differential impact of disturbances in different locations of the network. Overall, this presentation will showcase several useful tools that are broadly applicable to more precisely and realistically understand and model animal movement in different ecological contexts. ",en,22,9,13,0,-,-,Laval University,Canadá,phd_student,student,AmNorte,NA,NA,NA,NA,NA,NA,NA,NA,
304,05-09-2019,276,F,Biogeografia e evolução da concha em caramujos marinhos,port,Biogeography and evolution of the shell in marine snails,"Gastrópodes são os invertebrados com maior número de espécies nos oceanos modernos. Nesse EcoEncontros, apresentarei dois projetos sobre a evolução de caramujos marinhos em escala geológica. É considerado que a intensificação de predação agiu como uma força seletiva para a evolução de conchas mais bens defendidas. Para testar a hipótese, estudei o morfoespaço da forma de centenas de conchas fósseis, mostrando que conchas espirais mais baixas e lapas achatadas se tornaram mais diversas com o tempo. Esse padrão parece ser derivado da evolução independente da forma da concha em diferentes famílias de vetigastrópodes. Apresentarei em seguida uma filogenia molecular calibrada da família Fissurellidae, estimando a origem do grupo no Indo-Pacífico oeste há cerca de 175 milhões de anos, colonizando novos oceanos via o corredor marinho de Tethys conforme o supercontinente Pangea se separou.
",port,30,10,20,0,-,-,Universidade de Harvard,EUA,phd_student,student,AmNorte,NA,NA,NA,NA,NA,NA,NA,NA,
305,09-09-2019,193,F,Persistência de mutualismos com exploradores,port,Persistence of mutualisms with exploiters,"Os mutualismos são interações mutuamente benéficas, geralmente compostas por grandes redes de espécies que formam a base da maioria das comunidades ecológicas. As comunidades mutualistas também possuem espécies que não oferecem benefícios, conhecidas como exploradores. Possíveis fatores que podem levar à coexistência entre exploradores e mutualistas não estão claros. Utilizando um sistema de leveduras, exploro dois mecanismos possíveis que podem levar à persistência de mutualismos sob exploração. Primeiro, mostro que a alta riqueza de espécies das comunidades mutualistas torna as comunidades mais resistentes ao colapso por exploração, corroborando o papel da riqueza de espécies em fornecer redundância funcional a comunidade mutualistas. Segundo, mostro que a coevolução entre parceiros mutualistas pode levar à resistência contra invasões por exploradores, independentemente da obrigatoriedade da interação mutualística. Esses resultados nos informam sobre meios que podem levar a persistência de mutualismos que observamos na natureza, sem a necessidade de mecanismos de controle dos parceiros.",port,19,5,14,0,-,-,Universidade de Syracuse,EUA,postdoc,postdoc,AmNorte,NA,NA,NA,NA,NA,NA,NA,NA,
306,12-09-2019,60,M,Esse crush vale um jantar caro? O caso de uma aranha com presente nupcial,port,Is that crush worth an expensive dinner? The case of a spider with a bridal gift,"Durante a escolha de parceiras, os machos geralmente têm comportamentos promíscuos e copulam com todas as fêmeas possíveis. Este padrão se deve ao fato de o sucesso reprodutivo dos machos estar relacionado à quantidade de parceiras, e pouco com a qualidade delas. No entanto existem machos que investem mais recursos em reprodução, tornando-a custosa e, portanto, limitando a reprodução indiscriminada. Nesses casos, espera-se que os machos sejam seletivos durante a escolha de parceiras reprodutivas.
 Durante meu mestrado trabalharei com uma espécie de aranha brasileira cujos machos oferecem para a fêmea uma presa envolta em seda como presente durante a cópula. Como oferecer presa para a fêmea tem como consequência deixar de comer, será que o macho ajusta a qualidade do presente e sua performance reprodutiva segundo características da fêmea? 
",port,21,11,10,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
